,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
0,https://twitter.com/thecastledking/status/1585058200121851905,2022-10-25 23:58:18+00:00,"""Lovecraft's Treehouse of Horrors"" - made with @NightCafeStudio 

https://t.co/62LpXUAlSS

#aiart #nightcafe #digitalart #art #artwork #aiartwork #aiartcommunity #stablediffusion #treehouse #eldritch #lovecraft #hauntedhouse #spooky #horror #halloween https://t.co/1Ckda5dmR7","""Lovecraft's Treehouse of Horrors"" - made with @NightCafeStudio 

creator.nightcafe.studio/creation/0Rg1o…

#aiart #nightcafe #digitalart #art #artwork #aiartwork #aiartcommunity #stablediffusion #treehouse #eldritch #lovecraft #hauntedhouse #spooky #horror #halloween https://t.co/1Ckda5dmR7",1585058200121851905,"{'username': 'thecastledking', 'id': 2464751826, 'displayname': 'Some Guy Named David', 'description': ""Hi, I'm David. I always have my head in the Clouds (computing), and like to make AI art.\n\n👨\u200d👩\u200d👦\u200d👦😺😼🐶"", 'rawDescription': ""Hi, I'm David. I always have my head in the Clouds (computing), and like to make AI art.\n\n👨\u200d👩\u200d👦\u200d👦😺😼🐶"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 4, 26, 15, 11, 59, tzinfo=datetime.timezone.utc), 'followersCount': 76, 'friendsCount': 151, 'statusesCount': 201, 'favouritesCount': 35, 'listedCount': 1, 'mediaCount': 120, 'location': 'Rochester, NY', 'protected': False, 'linkUrl': 'https://creator.nightcafe.studio/u/thecastledking', 'linkTcourl': 'https://t.co/kk4sLcTgN1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1581084649819963397/aTCRFE6X_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2464751826/1665794905', 'label': None}",0,0,0,0,1585058200121851905,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://creator.nightcafe.studio/creation/0Rg1odNfKXpS0YddLPpy'],['https://t.co/62LpXUAlSS'],"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9CCG8WAAA0NmB?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9CCG8WAAA0NmB?format=jpg&name=large'}]",,,,,"[{'username': 'NightcafeStudio', 'id': 1226012039098691584, 'displayname': 'NightCafe Studio', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['aiart', 'nightcafe', 'digitalart', 'art', 'artwork', 'aiartwork', 'aiartcommunity', 'stablediffusion', 'treehouse', 'eldritch', 'lovecraft', 'hauntedhouse', 'spooky', 'horror', 'halloween']",
1,https://twitter.com/harithra86/status/1585058074745790464,2022-10-25 23:57:48+00:00,"Hope these creatures spread the good vibes of love and kindness!!! 🙏 
🇱🇰❤️🧡💚

#aiart #generativeart #aigenerativeart #automatic1111 #aiartcommunity #stablediffusion #stablediffusionlocal https://t.co/GPWrvSkbKb","Hope these creatures spread the good vibes of love and kindness!!! 🙏 
🇱🇰❤️🧡💚

#aiart #generativeart #aigenerativeart #automatic1111 #aiartcommunity #stablediffusion #stablediffusionlocal https://t.co/GPWrvSkbKb",1585058074745790464,"{'username': 'harithra86', 'id': 425924082, 'displayname': 'Harithra', 'description': 'Graphic Designer & Digital Artist', 'rawDescription': 'Graphic Designer & Digital Artist', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 12, 1, 16, 20, 34, tzinfo=datetime.timezone.utc), 'followersCount': 100, 'friendsCount': 234, 'statusesCount': 351, 'favouritesCount': 1982, 'listedCount': 0, 'mediaCount': 70, 'location': 'Kandy, Srilanka', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1554890095823814656/P4zMwzbb_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/425924082/1662710942', 'label': None}",0,0,0,0,1585058074745790464,en,"<a href=""https://app.planable.io"" rel=""nofollow"">Planable</a>",https://app.planable.io,Planable,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9B6wLX0AAz29t?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9B6wLX0AAz29t?format=jpg&name=large'}]",,,,,,,,"['aiart', 'generativeart', 'aigenerativeart', 'automatic1111', 'aiartcommunity', 'stablediffusion', 'stablediffusionlocal']",
2,https://twitter.com/arrbeesound/status/1585057595215466499,2022-10-25 23:55:54+00:00,"World's first Ai Music Video! Zombies in Little Tokyo out now! 
Made with #deforum #stablediffusion #ai #aiart big thanks to @Sa1ntDenis  for this amazing work! 

Spotify: https://t.co/kDcKMImupl
YouTube:
https://t.co/AAxw6JeWSy","World's first Ai Music Video! Zombies in Little Tokyo out now! 
Made with #deforum #stablediffusion #ai #aiart big thanks to @Sa1ntDenis  for this amazing work! 

Spotify: open.spotify.com/album/5DVqqhyT…
YouTube:
youtube.com/watch?v=YvAKYr…",1585057595215466499,"{'username': 'arrbeesound', 'id': 862909217711116288, 'displayname': 'ricardo_be', 'description': 'Artist | Sound designer | Composer', 'rawDescription': 'Artist | Sound designer | Composer', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 12, 5, 56, 4, tzinfo=datetime.timezone.utc), 'followersCount': 165, 'friendsCount': 606, 'statusesCount': 1031, 'favouritesCount': 1970, 'listedCount': 4, 'mediaCount': 25, 'location': 'Sydney, New South Wales', 'protected': False, 'linkUrl': 'https://linktr.ee/ricardo_be', 'linkTcourl': 'https://t.co/493wRxfmeb', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1584148280484990978/3_Q-dpmE_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/862909217711116288/1666525357', 'label': None}",2,0,7,4,1585057595215466499,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"['https://open.spotify.com/album/5DVqqhyT7kkZ86tMkqYpYr?si=qWm0hQwMQaC-ruIXKbqli', 'https://www.youtube.com/watch?v=YvAKYrqjD-M&t=3s']","['https://t.co/kDcKMImupl', 'https://t.co/AAxw6JeWSy']",,,,,,"[{'username': 'Sa1ntDenis', 'id': 1029483493385011202, 'displayname': '𝑆𝟷Ṅ〒𝑫Ṅ𝑆', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['deforum', 'stablediffusion', 'ai', 'aiart']",
3,https://twitter.com/thecastledking/status/1585057581315158016,2022-10-25 23:55:50+00:00,"""Cornhouse"" - made with @NightCafeStudio 

https://t.co/70GwIlnA6k

#aiart #nightcafe #digitalart #art #artwork #aiartwork #aiartcommunity #stablediffusion #corn #treehouse #fantasyart #scenicart https://t.co/Ec7LZW9WeF","""Cornhouse"" - made with @NightCafeStudio 

creator.nightcafe.studio/creation/oewfU…

#aiart #nightcafe #digitalart #art #artwork #aiartwork #aiartcommunity #stablediffusion #corn #treehouse #fantasyart #scenicart https://t.co/Ec7LZW9WeF",1585057581315158016,"{'username': 'thecastledking', 'id': 2464751826, 'displayname': 'Some Guy Named David', 'description': ""Hi, I'm David. I always have my head in the Clouds (computing), and like to make AI art.\n\n👨\u200d👩\u200d👦\u200d👦😺😼🐶"", 'rawDescription': ""Hi, I'm David. I always have my head in the Clouds (computing), and like to make AI art.\n\n👨\u200d👩\u200d👦\u200d👦😺😼🐶"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 4, 26, 15, 11, 59, tzinfo=datetime.timezone.utc), 'followersCount': 76, 'friendsCount': 151, 'statusesCount': 201, 'favouritesCount': 35, 'listedCount': 1, 'mediaCount': 120, 'location': 'Rochester, NY', 'protected': False, 'linkUrl': 'https://creator.nightcafe.studio/u/thecastledking', 'linkTcourl': 'https://t.co/kk4sLcTgN1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1581084649819963397/aTCRFE6X_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2464751826/1665794905', 'label': None}",0,0,0,0,1585057581315158016,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://creator.nightcafe.studio/creation/oewfUPgnWCkMeF5pKGot'],['https://t.co/70GwIlnA6k'],"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9BeFdWYAAI85b?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9BeFdWYAAI85b?format=jpg&name=large'}]",,,,,"[{'username': 'NightcafeStudio', 'id': 1226012039098691584, 'displayname': 'NightCafe Studio', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['aiart', 'nightcafe', 'digitalart', 'art', 'artwork', 'aiartwork', 'aiartcommunity', 'stablediffusion', 'corn', 'treehouse', 'fantasyart', 'scenicart']",
4,https://twitter.com/thecastledking/status/1585056983199404032,2022-10-25 23:53:28+00:00,"""A Technicolor Farmhouse"" - made with @NightCafeStudio 

https://t.co/f7V2IGJE2k

#aiart #nightcafe #digitalart #art #artwork #aiartwork #aiartcommunity #stablediffusion #technicolor #farmhouse #balloon #vivid #colorful https://t.co/n3KHYAA4xX","""A Technicolor Farmhouse"" - made with @NightCafeStudio 

creator.nightcafe.studio/creation/5HVJF…

#aiart #nightcafe #digitalart #art #artwork #aiartwork #aiartcommunity #stablediffusion #technicolor #farmhouse #balloon #vivid #colorful https://t.co/n3KHYAA4xX",1585056983199404032,"{'username': 'thecastledking', 'id': 2464751826, 'displayname': 'Some Guy Named David', 'description': ""Hi, I'm David. I always have my head in the Clouds (computing), and like to make AI art.\n\n👨\u200d👩\u200d👦\u200d👦😺😼🐶"", 'rawDescription': ""Hi, I'm David. I always have my head in the Clouds (computing), and like to make AI art.\n\n👨\u200d👩\u200d👦\u200d👦😺😼🐶"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 4, 26, 15, 11, 59, tzinfo=datetime.timezone.utc), 'followersCount': 76, 'friendsCount': 151, 'statusesCount': 201, 'favouritesCount': 35, 'listedCount': 1, 'mediaCount': 120, 'location': 'Rochester, NY', 'protected': False, 'linkUrl': 'https://creator.nightcafe.studio/u/thecastledking', 'linkTcourl': 'https://t.co/kk4sLcTgN1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1581084649819963397/aTCRFE6X_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2464751826/1665794905', 'label': None}",0,0,0,0,1585056983199404032,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://creator.nightcafe.studio/creation/5HVJFkkk1bzVfqAblRQe'],['https://t.co/f7V2IGJE2k'],"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9A7TRX0AA2pv-?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9A7TRX0AA2pv-?format=jpg&name=large'}]",,,,,"[{'username': 'NightcafeStudio', 'id': 1226012039098691584, 'displayname': 'NightCafe Studio', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['aiart', 'nightcafe', 'digitalart', 'art', 'artwork', 'aiartwork', 'aiartcommunity', 'stablediffusion', 'technicolor', 'farmhouse', 'balloon', 'vivid', 'colorful']",
5,https://twitter.com/fairlush/status/1585056848935546881,2022-10-25 23:52:56+00:00,#fairlush #StableDiffusion #WaifuDiffusion #AIArt https://t.co/utcpiky0eq,#fairlush #StableDiffusion #WaifuDiffusion #AIArt https://t.co/utcpiky0eq,1585056848935546881,"{'username': 'fairlush', 'id': 1580040010023198720, 'displayname': 'Fairlush', 'description': 'Prompt?', 'rawDescription': 'Prompt?', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 10, 12, 3, 38, 7, tzinfo=datetime.timezone.utc), 'followersCount': 29, 'friendsCount': 0, 'statusesCount': 20, 'favouritesCount': 0, 'listedCount': 1, 'mediaCount': 20, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1580041217034932224/c_nGg1ZJ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1580040010023198720/1665549869', 'label': None}",0,0,2,0,1585056848935546881,qme,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9AuO-WIAEBGuJ?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AuO-WIAEBGuJ?format=png&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Ff9AuPAWAAIZyZE?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AuPAWAAIZyZE?format=png&name=large'}]",,,,,,,,"['fairlush', 'StableDiffusion', 'WaifuDiffusion', 'AIArt']",
6,https://twitter.com/_72ri_/status/1585056793688166400,2022-10-25 23:52:43+00:00,"竜
#stablediffusion https://t.co/nwx6uky477","竜
#stablediffusion https://t.co/nwx6uky477",1585056793688166400,"{'username': '_72ri_', 'id': 1085106326810710017, 'displayname': '𐒇ᒿᖇᛁ', 'description': '酒と甘味が心の友', 'rawDescription': '酒と甘味が心の友', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 1, 15, 9, 28, 3, tzinfo=datetime.timezone.utc), 'followersCount': 23, 'friendsCount': 100, 'statusesCount': 5381, 'favouritesCount': 2763, 'listedCount': 1, 'mediaCount': 931, 'location': '京都市', 'protected': False, 'linkUrl': 'https://www.amazon.jp/hz/wishlist/ls/B46L8PXJOYJ3?ref_=wl_share', 'linkTcourl': 'https://t.co/Xzt01Ghn2i', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1583477799653761029/UCSnLZLf_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1085106326810710017/1658510359', 'label': None}",1,0,1,0,1585056793688166400,ja,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9AmacaMAEhn_2?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AmacaMAEhn_2?format=jpg&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Ff9AoMpacAAvVzB?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AoMpacAAvVzB?format=jpg&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Ff9AsPIaAAEoR36?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AsPIaAAEoR36?format=jpg&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Ff9AtQ3acAAXGri?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AtQ3acAAXGri?format=jpg&name=large'}]",,,,,,,,['stablediffusion'],
7,https://twitter.com/Shuc49/status/1585056776738652161,2022-10-25 23:52:39+00:00,AI Art #53 #StableDiffusion #WaifuDiffusion #AI #girl #少女 https://t.co/tW5uzYEZXO https://t.co/LUkFoURtVu,AI Art #53 #StableDiffusion #WaifuDiffusion #AI #girl #少女 pixiv.net/artworks/10224… https://t.co/LUkFoURtVu,1585056776738652161,"{'username': 'Shuc49', 'id': 1485908510, 'displayname': 'Shuc49', 'description': 'Glory to Mankind', 'rawDescription': 'Glory to Mankind', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 6, 5, 20, 7, 53, tzinfo=datetime.timezone.utc), 'followersCount': 29, 'friendsCount': 154, 'statusesCount': 493, 'favouritesCount': 43, 'listedCount': 0, 'mediaCount': 54, 'location': 'London', 'protected': False, 'linkUrl': 'https://www.pixiv.net/en/users/10852412', 'linkTcourl': 'https://t.co/SJeIfq4Rsp', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/3760091765/0adc5d867dd8115493709ba030702112_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1485908510/1664970723', 'label': None}",0,0,0,0,1585056776738652161,lv,"<a href=""https://www.pixiv.net/"" rel=""nofollow"">pixiv: Post to Twitter</a>",https://www.pixiv.net/,pixiv: Post to Twitter,['https://www.pixiv.net/artworks/102240151'],['https://t.co/tW5uzYEZXO'],"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9AuwmaMAAOinV?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AuwmaMAAOinV?format=jpg&name=large'}]",,,,,,,,"['StableDiffusion', 'WaifuDiffusion', 'AI', 'girl', '少女']",
8,https://twitter.com/voreas_m/status/1585056643741777920,2022-10-25 23:52:07+00:00,"""Dark""
#IAart #stablediffusionart #stablediffusion #Landscapes #landscapephotography #landscapedesign https://t.co/MjogXovhhr","""Dark""
#IAart #stablediffusionart #stablediffusion #Landscapes #landscapephotography #landscapedesign https://t.co/MjogXovhhr",1585056643741777920,"{'username': 'voreas_m', 'id': 1578195990816882689, 'displayname': 'Fernando', 'description': 'Beatmaking 🎹 //\n\nLove playing with Stable Diffusion AI 🤖', 'rawDescription': 'Beatmaking 🎹 //\n\nLove playing with Stable Diffusion AI 🤖', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 10, 7, 1, 30, 37, tzinfo=datetime.timezone.utc), 'followersCount': 2, 'friendsCount': 5, 'statusesCount': 11, 'favouritesCount': 103, 'listedCount': 0, 'mediaCount': 11, 'location': 'MX', 'protected': False, 'linkUrl': 'https://youtube.com/channel/UCO36dD5wbbWZdf-MPgpdV_g', 'linkTcourl': 'https://t.co/spcMJ43U9y', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1578196141778280448/9kl-X1pK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1578195990816882689/1665107323', 'label': None}",0,0,0,0,1585056643741777920,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9Ag5wWIAIoswb?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9Ag5wWIAIoswb?format=png&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Ff9Ag5wWQAAT_Gz?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9Ag5wWQAAT_Gz?format=png&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Ff9Ag5vXEAMgbD5?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9Ag5vXEAMgbD5?format=png&name=large'}]",,,,,,,,"['IAart', 'stablediffusionart', 'stablediffusion', 'Landscapes', 'landscapephotography', 'landscapedesign']",
9,https://twitter.com/makura_tsumu/status/1585056336567767041,2022-10-25 23:50:54+00:00,"すっかり秋めいて寒くなってきましたね、というわけで秋仕様オフスタイル川島さんです。
#stablediffusion 
#AIart https://t.co/OBFhfngj1b","すっかり秋めいて寒くなってきましたね、というわけで秋仕様オフスタイル川島さんです。
#stablediffusion 
#AIart https://t.co/OBFhfngj1b",1585056336567767041,"{'username': 'makura_tsumu', 'id': 1085092285639884800, 'displayname': 'マクラツム', 'description': 'デレステ川島瑞樹画像botの本体です。 フォトショもいじるけどものかきもするよ。 pixiv.net/users/2110906 @mizuki_MV_SSR @mizuki_MV_SR', 'rawDescription': 'デレステ川島瑞樹画像botの本体です。 フォトショもいじるけどものかきもするよ。 https://t.co/GZpnrKxMaC @mizuki_MV_SSR @mizuki_MV_SR', 'descriptionUrls': [{'text': 'pixiv.net/users/2110906', 'url': 'https://www.pixiv.net/users/2110906', 'tcourl': 'https://t.co/GZpnrKxMaC', 'indices': (41, 64)}], 'verified': False, 'created': datetime.datetime(2019, 1, 15, 8, 32, 15, tzinfo=datetime.timezone.utc), 'followersCount': 114, 'friendsCount': 198, 'statusesCount': 8459, 'favouritesCount': 1930, 'listedCount': 6, 'mediaCount': 1638, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1347932642289745920/SJhQUcOK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1085092285639884800/1610207160', 'label': None}",0,9,20,0,1585056336567767041,ja,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Ff9AF_VacAIcf_y?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ff9AF_VacAIcf_y?format=png&name=large'}]",,,,,,,,"['stablediffusion', 'AIart']",
