,screen_name,id,name,created_at,description,location,protected,profile_image_url,followers_count,following_count,tweet_count,listed_count,url,verified
80,LauraKellyKS,364864453,Laura Kelly,2011-08-30T13:39:23.000Z,"48th Governor of Kansas, Wife, Mother, Champion for Kids.","Topeka, KS",False,https://pbs.twimg.com/profile_images/1541475702586986496/vvNlVu7j_normal.jpg,54908,553,2778,390,https://t.co/ErZXA4bB3F,True
81,GovMLG,1070083706822438912,Governor Michelle Lujan Grisham,2018-12-04T22:33:31.000Z,"Mother, grandmother, dog owner and New Mexican. Proud to serve as the 32nd governor of New Mexico.",New Mexico,False,https://pbs.twimg.com/profile_images/1080865262524493825/aYnOUJag_normal.jpg,59649,199,6435,615,https://t.co/37ICbzfNE0,True
82,gretchenwhitmer,1093619068148559872,Gretchen Whitmer,2019-02-07T21:14:39.000Z,"Lifelong Michigander. Proud mom. Governor of Michigan. This is my personal account. Text 'IN' to 30348 for updates. For my official account, visit @GovWhitmer","East Lansing, MI",False,https://pbs.twimg.com/profile_images/1504559099836616707/fiXovtcx_normal.jpg,206848,151,1306,656,https://t.co/d8qvpoEMeu,True
83,GovJanetMills,1083795319027089408,Governor Janet Mills,2019-01-11T18:38:34.000Z,"The official tweets of Maine’s 75th Governor, Janet T. Mills. Tweets will be archived.","Augusta, ME",False,https://pbs.twimg.com/profile_images/1184191196437966848/-1FsAEoB_normal.jpg,24004,122,994,416,https://t.co/8XzZHZbNgP,True
84,staceyabrams,216065430,Stacey Abrams,2010-11-15T18:12:10.000Z,Democratic Nominee for Governor of Georgia. Small Business Owner. Tax Attorney. Nonprofit Founder. Bestselling Author. Join @TeamAbrams now.,Georgia,False,https://pbs.twimg.com/profile_images/1503392475267973120/hdofBB20_normal.jpg,2915968,1928,15383,8786,https://t.co/KB1rUwIaan,True
85,GovTimWalz,1064603540956565504,Governor Tim Walz,2018-11-19T19:37:18.000Z,"Dad, husband, teacher, coach, veteran. Governor of Minnesota. Working to move our state forward as #OneMinnesota.","Minnesota, USA",False,https://pbs.twimg.com/profile_images/1393006007832481798/yS9bumtK_normal.jpg,205876,960,4539,1052,https://t.co/SMHYS0wXOJ,True
86,JoshShapiroPA,24209167,Josh Shapiro,2009-03-13T17:20:48.000Z,Attorney General. Dad to 4 kids. Married to my high school sweetheart. Running to be the next Governor of Pennsylvania — text 32210 to join us.,"Pennsylvania, USA",False,https://pbs.twimg.com/profile_images/1515768099047460864/IWW2rXe__normal.jpg,275642,3447,21056,1300,https://t.co/fvOlvUzx5E,True
87,joy4ok,2340920154,Joy Hofmeister,2014-02-12T20:53:52.000Z,"Wife, Mom of 4, OK State Superintendent of Public Instruction. Running for #OKGov","Oklahoma, USA",False,https://pbs.twimg.com/profile_images/1576909203100286976/AJy00Wk6_normal.jpg,35872,881,14858,246,https://t.co/ClkO5ImOHa,True
88,CharlieCrist,38970940,Charlie Crist,2009-05-10T01:42:17.000Z,Former Governor and proud @FloridaState alum. Running for Governor to build a Florida for all. Text CHARLIE to 54238 📱,"St. Petersburg, Florida",False,https://pbs.twimg.com/profile_images/1551679634655379458/ox6XoGVL_normal.jpg,255802,670,8800,1597,https://t.co/PISeHGtiv6,True
89,GovKathyHochul,2977083957,Governor Kathy Hochul,2015-01-13T21:03:25.000Z,Official Twitter account for the 57th Governor of New York State. Social Media Use Policy: https://t.co/SAxlYd18na,,False,https://pbs.twimg.com/profile_images/1430016631711862791/m5TXMm14_normal.jpg,234873,681,14979,1108,https://t.co/gpxNZAJTaH,True
90,BetoORourke,342863309,Beto O'Rourke,2011-07-26T18:05:52.000Z,I’m running for governor to serve ALL the people of Texas.,"El Paso, TX",False,https://pbs.twimg.com/profile_images/1177725147878477825/Znz9ndSl_normal.jpg,2592234,1646,13250,7797,https://t.co/Dz2B5OUIxb,True
91,GovNedLamont,1076293903723233280,Governor Ned Lamont,2018-12-22T01:50:38.000Z,89th Governor of Connecticut. Find a COVID vaccine near you at https://t.co/iI5zIF71B9,"Hartford, CT",False,https://pbs.twimg.com/profile_images/1392923884312154112/L21ICRl1_normal.jpg,98696,851,10336,718,https://t.co/pUlmAF7IcE,True
92,GovDanMcKee,158238919,Governor Dan McKee,2010-06-22T04:14:20.000Z,"Little Rhody’s Governor. Accelerating RI’s momentum: #1 vaccinated state, leading the nation for economic recovery, lowest unemployment rate in history.","Cumberland, RI",False,https://pbs.twimg.com/profile_images/1573306789877235715/xkA7eldB_normal.jpg,16515,1652,5081,220,https://t.co/HbFwJzwRAm,True
93,JoeCunninghamSC,826589191412862976,Joe Cunningham,2017-02-01T00:33:15.000Z,Boone’s Dad. Former Congressman. Proud South Carolinian. Democratic nominee for Governor. Follow our next Lt. Gov. @TallyCasey.,"Charleston, SC",False,https://pbs.twimg.com/profile_images/1551927602205564934/Vl7TX5SX_normal.jpg,71107,339,5027,445,https://t.co/SQD6uu8nu1,True
94,PolisForCO,600422073,Jared Polis,2012-06-05T19:10:00.000Z,Dad and husband. @Rockies fan. Gaymer. Colorado Governor. — text JARED to 30411 to join.,"Denver, CO",False,https://pbs.twimg.com/profile_images/1486758511102939138/F43K96D3_normal.jpg,24099,792,2886,236,https://t.co/T7tMFvGEPB,True
95,JBPritzker,45550693,JB Pritzker,2009-06-08T12:06:44.000Z,"Husband, Father, Entrepreneur @1871Chicago, Governor.

Fighting for a stronger, fairer, and safer Illinois. Text JB to 80467","Chicago, IL",False,https://pbs.twimg.com/profile_images/1417196924491509765/zjXVLTBz_normal.jpg,133707,1878,9415,1082,https://t.co/LNz3RAurlz,True
96,Blood4G,1427724022440153093,Blood4Governor,2021-08-17T20:09:24.000Z,Bring collaborative government back to Nebraska. Vote Carol Blood for Governor. Paid for by Nebraskans For Carol Blood.,"Lincoln, Nebraska",False,https://pbs.twimg.com/profile_images/1427724400837775360/4mrY5qiR_normal.jpg,5359,1046,1265,31,https://t.co/2AsDTcL4UF,True
97,Gara_4_Governor,106773922,Les Gara,2010-01-20T17:09:08.000Z,"Married Up. Running for Governor because you deserve a brighter future. https://t.co/5MMPWIu7AN. Paid for by Alaskans For Les Gara, POB 200415, Anchorage AK 99520.","Anchorage, AK",False,https://pbs.twimg.com/profile_images/1483341979312279554/Qcsr8hwR_normal.jpg,7462,4093,7276,163,https://t.co/bfHGmEJxoV,True
98,TomShermanNH,2581050041,Dr. Tom Sherman,2014-06-03T18:34:01.000Z,"Candidate for Governor #nhgov. Father, Husband, Doctor, Seacoast State Senator, and Mediocre Surfer.","Rye, NH",False,https://pbs.twimg.com/profile_images/1057991714990899200/x3VCmK2v_normal.jpg,6760,3481,1501,73,https://t.co/9buyWxGRzw,True
99,DeidreDeJear,36231074,Deidre DeJear,2009-04-29T00:41:59.000Z,"Voter, Wife, Foodie, Iowan, Small Business Owner, and Democratic Nominee for Governor of Iowa. Endorsed by @DMRegister Editorial Board. 🧱 🗳 🧱 🗳","Des Moines, IA",False,https://pbs.twimg.com/profile_images/1542877952894967812/dQOHyBVx_normal.jpg,41941,1205,4121,210,https://t.co/aTub87Milu,True
100,nanwhaley,40296465,Nan Whaley,2009-05-15T18:09:47.000Z,"Running for Governor with @CherylforOhio because Ohio deserves better. Former Mayor of Dayton. Pro-worker, Pro-choice, Pro-Ohio.","Dayton, Ohio",False,https://pbs.twimg.com/profile_images/1554837976672137216/EWjjKH0I_normal.jpg,77332,884,11208,449,https://t.co/qzTADgUP1M,True
101,GavinNewsom,11347122,Gavin Newsom,2007-12-19T19:53:42.000Z,Husband to @JenSiebelNewsom and father. 40th Governor of California. Former Lt. Governor of California. Former San Francisco Mayor. Personal account.,California,False,https://pbs.twimg.com/profile_images/1405191782984413184/AJ3ar-ad_normal.jpg,2062506,22244,15789,9605,https://t.co/SFMon1p3ZY,True
102,RepJamieSmith,1266463248003534848,Jamie Smith for SD Governor,2020-05-29T20:16:49.000Z,Husband. Father. Democratic House Minority Leader. Running for Governor of South Dakota! Donate here: https://t.co/7B2ODElhu9,"South Dakota, USA",False,https://pbs.twimg.com/profile_images/1552519311381745666/oIgCenUF_normal.jpg,19509,110,536,55,https://t.co/JsKFb29M0U,True
103,JonesForAR,890931539017687040,Chris Jones,2017-07-28T13:46:46.000Z,"Democratic Nominee for Governor of Arkansas. Physicist. Minister. Alum of Morehouse, NASA & MIT. Educator. Non-profit leader. Dad & husband. #FaithInAR #arpx","Little Rock, Arkansas",False,https://pbs.twimg.com/profile_images/1556686260718157826/UenIsy4p_normal.jpg,160537,4505,6165,416,https://t.co/qC384ZdifM,True
104,RepGeoffDiehl,110573669,Geoff Diehl,2010-02-02T01:17:21.000Z,"Proud Father, Lucky Husband, Eagle Scout & Former State Rep., 2018 US Senate MA nominee.
2022 Candidate for MA Governor.
Rush fan.","Whitman, MA",False,https://pbs.twimg.com/profile_images/954146343462821889/rF2NzTNA_normal.jpg,11204,3443,8251,157,https://t.co/9mMXJK3HQ5,True
105,DanCoxEsq,4870917011,Dan Cox 🇺🇸 🦅- Delegate & Candidate for Governor,2016-02-02T01:27:26.000Z,"Dan Cox for Governor. Auth: Dan Cox for Governor; Walter T. Charlton, Esq., CPA, Treasurer. #TRUMPLAWYERS #TRUMPENDORSED","Frederick, MD",False,https://pbs.twimg.com/profile_images/789670146533003264/_zlM3FY3_normal.jpg,8248,4033,7895,92,https://t.co/Ee4XqWzaLT,True
106,DukeAiona2022,64614474,Duke Aiona,2009-08-11T03:38:32.000Z,Duke Aiona for Governor #higov #dukeaiona2022 #AionaTupai2022,Hawai‘i,False,https://pbs.twimg.com/profile_images/1565154073695100928/KgM9noaC_normal.jpg,3797,4071,1964,177,https://t.co/y8jwmHxRKV,True
107,jasonbmartin,17622662,"Jason B. Martin, MD",2008-11-25T16:08:44.000Z,Democratic nominee for Tennessee Governor. Father. Husband. Critical Care Physician. Advocate for All Tennesseans. #TNthrives,"Nashville, Tennessee",False,https://pbs.twimg.com/profile_images/1431471296148299780/hRs_UpkU_normal.jpg,18167,694,2562,84,https://t.co/Qfhg8bo5Hr,True
108,GovPhilScott,545107258,Governor Phil Scott,2012-04-04T12:57:09.000Z,"82nd Governor of Vermont | Working to grow the economy, make Vermont more affordable and protect the most vulnerable | https://t.co/KUIt8kVUnY",Vermont,False,https://pbs.twimg.com/profile_images/1569778551146135558/uh-sIMAI_normal.jpg,37712,506,4437,588,https://t.co/lvRoGippss,True
109,Yolandaforgov,1422657666774601739,Yolanda Flowers,2021-08-03T20:39:08.000Z,Alabamians! We must think “Reconstruction” for us all 💙 VOTE me for Governor in 2022!🇺🇸,Alabama,False,https://pbs.twimg.com/profile_images/1504225553418752004/9UU7Y3xu_normal.jpg,4578,115,498,28,https://t.co/6ZZpImv7K6,False
110,heidtforgov,1513378188168101897,Stephen Heidt for Idaho Governor,2022-04-11T04:49:27.000Z,"Democratic Nominee |Educator & Veteran| Issues: Education. Bodily Autonomy. Criminal Justice. Cannabis.| Guided by Faith, Family, & Service.| #idpol","Idaho, USA",False,https://pbs.twimg.com/profile_images/1530587186122194944/qNoCA43d_normal.jpg,1781,2410,216,13,https://t.co/97OdOtUHge,False
